,Bedrooms,Bathrooms,Total interior livable area,Elementary School Score,Middle School Score,High School Score,Tax assessed value,Annual tax amount,Listed Price,City
1323,4,3.0,1508.0,4.0,3.0,4.0,623230.0,8960.0,829000.0,San Jose
1325,4,3.0,2256.0,8.0,5.0,6.0,1188185.0,16690.0,1299000.0,San Jose
1330,4,3.0,1725.0,6.0,4.0,5.0,511402.0,6508.0,1329888.0,Campbell
1336,3,3.0,1334.0,7.0,5.0,3.0,370500.0,6362.0,479900.0,Compton
1344,5,5.0,3228.0,4.0,3.0,4.0,1020000.0,12693.0,1795000.0,Los Angeles
1345,1,1.0,1020.0,9.0,8.0,7.0,120664.0,2236.0,1095000.0,San Francisco
1354,3,3.0,1528.0,8.0,7.0,9.0,368633.0,4524.0,1258000.0,Milpitas
1362,3,3.0,1988.0,9.0,7.0,6.0,640180.0,7912.0,2219000.0,Los Angeles
1367,2,1.0,700.0,6.0,5.0,8.0,307803.0,4053.0,450000.0,Boulder Creek
1379,3,2.0,1015.0,3.0,4.0,4.0,594275.0,9111.0,708000.0,San Jose
1381,2,1.0,1261.0,5.0,3.0,2.0,753455.0,9244.0,750000.0,Los Angeles
1389,2,1.0,1084.0,4.0,2.0,3.0,21019.0,477.0,375000.0,Los Angeles
1391,3,2.0,1040.0,3.0,4.0,5.0,673200.0,10056.0,780888.0,San Jose
1392,4,2.0,2430.0,9.0,8.0,9.0,124584.0,2932.0,1200000.0,San Carlos
1394,3,3.0,2750.0,4.0,4.0,7.0,71736.0,1516.0,1149000.0,San Francisco
1395,2,1.0,1040.0,3.0,1.0,2.0,349214.0,4618.0,375000.0,Los Angeles
1396,4,3.0,2070.0,8.0,8.0,9.0,371431.0,5711.0,2525000.0,San Carlos
1402,4,3.0,1905.0,6.0,2.0,3.0,479400.0,8239.0,524999.0,Compton
1403,5,3.0,1931.0,4.0,5.0,4.0,347350.0,4422.0,679000.0,Los Angeles
1404,4,4.0,2650.0,6.0,3.0,7.0,1336458.0,16412.0,2495000.0,Los Angeles
1409,3,3.0,3581.0,8.0,3.0,7.0,2262869.0,27594.0,2495000.0,Los Angeles
1417,5,4.0,2846.0,3.0,3.0,4.0,145644.0,3691.0,899000.0,San Jose
1418,4,3.0,1900.0,8.0,7.0,5.0,115791.0,1916.0,1398000.0,South San Francisco
1420,3,2.0,1584.0,6.0,7.0,8.0,979600.0,13027.0,1375000.0,San Jose
1424,5,3.0,2494.0,8.0,7.0,9.0,155604.0,2788.0,4295000.0,Palo Alto
1426,2,3.0,2030.0,9.0,8.0,7.0,494936.0,5959.0,1313000.0,San Francisco
1431,4,3.0,2434.0,3.0,5.0,7.0,1007084.0,12313.0,1199000.0,Los Angeles
1435,2,1.0,768.0,3.0,2.0,8.0,614700.0,7803.0,375000.0,Los Angeles
1437,6,3.0,2050.0,4.0,2.0,2.0,359429.0,4659.0,660000.0,Los Angeles
1445,4,3.0,3106.0,4.0,3.0,4.0,1066410.0,13249.0,1599000.0,Los Angeles
1446,1,1.0,680.0,5.0,8.0,2.0,948635.0,9860.0,1150000.0,Big Sur
1448,4,5.0,2307.0,8.0,7.0,8.0,1132200.0,13697.0,1950000.0,Culver City
1449,4,4.0,3535.0,7.0,3.0,7.0,1931397.0,23563.0,2299000.0,Los Angeles
1450,8,10.0,8923.0,9.0,7.0,8.0,3719526.0,45464.0,9995000.0,Los Angeles
1451,3,2.0,1325.0,8.0,9.0,10.0,72832.0,1308.0,1125000.0,Los Gatos
1457,3,2.0,1020.0,6.0,7.0,8.0,793979.0,10436.0,1099000.0,Culver City
1461,3,2.0,1570.0,6.0,3.0,7.0,1173000.0,14389.0,1295000.0,Los Angeles
1467,4,3.0,3198.0,8.0,7.0,7.0,665809.0,8822.0,1595000.0,San Francisco
1470,4,2.0,1140.0,5.0,5.0,6.0,78741.0,2236.0,1100000.0,San Jose
1473,3,2.0,1320.0,4.0,6.0,9.0,249896.0,2832.0,1400000.0,San Bruno
1483,3,4.0,2497.0,7.0,7.0,9.0,1103830.0,13961.0,1299999.0,Milpitas
1484,4,3.0,2220.0,6.0,6.0,8.0,1499470.0,18434.0,1998000.0,San Mateo
1487,3,2.0,1623.0,5.0,2.0,6.0,103007.0,1387.0,919000.0,Culver City
1489,3,2.0,1590.0,9.0,7.0,6.0,1639564.0,19906.0,1695000.0,Los Angeles
1492,3,2.0,1461.0,6.0,5.0,8.0,785400.0,8812.0,840000.0,Boulder Creek
1499,3,2.0,1220.0,4.0,2.0,2.0,246920.0,3216.0,229000.0,Los Angeles
1505,2,1.0,1240.0,7.0,8.0,8.0,549796.0,6054.0,570000.0,Kenwood
1506,3,4.0,2346.0,7.0,3.0,7.0,2118317.0,25800.0,2595000.0,Los Angeles
1514,3,1.0,1036.0,5.0,4.0,3.0,35580.0,1328.0,469999.0,Compton
1517,3,2.0,1936.0,9.0,9.0,10.0,1464335.0,17990.0,2250000.0,Los Gatos
1526,3,2.0,1221.0,4.0,3.0,6.0,177457.0,1870.0,230000.0,Terra Bella
1527,2,1.0,855.0,7.0,5.0,3.0,310000.0,5779.0,434900.0,Compton
1531,4,3.0,2240.0,5.0,5.0,6.0,756597.0,11063.0,998000.0,San Jose
1534,3,2.0,904.0,3.0,2.0,2.0,439824.0,5482.0,495000.0,Los Angeles
1538,4,1.0,1120.0,6.0,5.0,7.0,74467.0,1504.0,995000.0,South San Francisco
1543,2,1.0,897.0,5.0,3.0,3.0,255000.0,4569.0,410000.0,Compton
1546,9,11.0,9676.0,8.0,7.0,7.0,12924509.0,156662.0,12950000.0,Los Angeles
1549,2,1.0,1187.0,3.0,2.0,2.0,189093.0,2540.0,469000.0,Los Angeles
1555,3,2.0,1827.0,8.0,3.0,6.0,1231063.0,15076.0,1530000.0,Los Angeles
1559,4,2.0,1828.0,8.0,8.0,7.0,1758301.0,21120.0,1428888.0,Sunnyvale
1561,1,1.0,500.0,6.0,3.0,7.0,1331712.0,15823.0,1100000.0,Sunnyvale
1565,2,2.0,1038.0,3.0,3.0,4.0,415639.0,4962.0,439000.0,Watsonville
1566,3,1.0,984.0,6.0,5.0,8.0,511358.0,6062.0,589000.0,Boulder Creek
1571,4,3.0,2122.0,5.0,3.0,2.0,494517.0,6294.0,1099999.0,Los Angeles
1581,4,3.0,2276.0,8.0,8.0,8.0,823980.0,11878.0,795000.0,San Jose
1587,2,2.0,1461.0,9.0,6.0,8.0,923300.0,11335.0,1249000.0,Los Angeles
1593,3,3.0,1828.0,2.0,2.0,3.0,290994.0,3430.0,650000.0,Watsonville
1594,4,2.0,1519.0,6.0,6.0,8.0,1601400.0,19478.0,1799000.0,Mountain View
1595,6,4.0,3250.0,6.0,7.0,8.0,2077540.0,25635.0,2595000.0,Campbell
1596,5,4.0,2546.0,3.0,4.0,2.0,187504.0,2520.0,899000.0,Los Angeles
1598,3,2.0,1356.0,6.0,4.0,5.0,1210000.0,15944.0,1248000.0,San Jose
1599,2,1.0,852.0,5.0,6.0,7.0,162644.0,2788.0,769000.0,Capitola
1603,2,2.0,1597.0,9.0,7.0,8.0,1373327.0,16351.0,1449000.0,Culver City
1606,2,1.0,1415.0,4.0,4.0,3.0,810703.0,10755.0,1100000.0,San Jose
1608,3,1.0,916.0,7.0,6.0,6.0,141220.0,2695.0,795500.0,Santa Cruz
1610,3,1.0,1024.0,9.0,6.0,8.0,67542.0,991.0,1299950.0,Sunnyvale
1611,3,1.0,955.0,7.0,5.0,3.0,172842.0,2630.0,475000.0,Los Angeles
1614,6,10.0,16000.0,9.0,3.0,7.0,16401581.0,198375.0,52000000.0,West Hollywood
1615,2,1.0,1244.0,6.0,3.0,6.0,99704.0,1446.0,1099000.0,Los Angeles
1616,3,3.0,1676.0,8.0,6.0,8.0,1092420.0,13361.0,1850000.0,Los Angeles
1621,2,1.0,1123.0,7.0,5.0,6.0,65876.0,922.0,1100000.0,Santa Clara
1629,3,1.0,1288.0,5.0,5.0,6.0,530448.0,7492.0,1000000.0,San Jose
1630,3,3.0,2000.0,6.0,9.0,10.0,956119.0,11383.0,2399950.0,Los Gatos
1633,3,2.0,1829.0,4.0,5.0,5.0,290700.0,3201.0,279950.0,Stevinson
1635,4,2.0,1353.0,3.0,4.0,4.0,465471.0,7312.0,799900.0,San Jose
1636,4,3.0,2150.0,6.0,5.0,6.0,1071000.0,15221.0,1099950.0,San Jose
1638,3,2.0,1248.0,7.0,9.0,8.0,1160000.0,15956.0,1249888.0,San Jose
1643,2,1.0,1505.0,8.0,6.0,10.0,1096231.0,13794.0,738000.0,San Francisco
1645,6,8.0,17000.0,9.0,3.0,7.0,15676853.0,188521.0,42500000.0,West Hollywood
1647,4,4.0,2255.0,8.0,6.0,8.0,1244400.0,15246.0,1999000.0,Los Angeles
1648,3,2.0,1370.0,2.0,4.0,3.0,640000.0,8767.0,749000.0,San Jose
1653,3,2.0,2422.0,8.0,6.0,8.0,2256867.0,27435.0,1949000.0,Los Angeles
1654,4,4.0,3510.0,6.0,6.0,9.0,2397192.0,26886.0,2790000.0,Millbrae
1656,5,3.0,3311.0,9.0,9.0,8.0,653997.0,10001.0,1999000.0,San Jose
1659,4,4.0,2773.0,8.0,8.0,8.0,2219370.0,29185.0,3750000.0,Ross
1663,3,2.0,1560.0,7.0,6.0,7.0,800012.0,11031.0,1798000.0,Saratoga
1666,3,1.0,1008.0,4.0,6.0,7.0,859578.0,9900.0,679000.0,Santa Cruz
1667,3,2.0,1283.0,9.0,8.0,10.0,75790.0,1648.0,995000.0,San Francisco
1671,3,2.0,1831.0,7.0,9.0,8.0,532371.0,8011.0,1399000.0,San Jose
1674,3,2.0,1053.0,7.0,3.0,5.0,135250.0,1309.0,125000.0,Walnut Grove
1678,4,2.0,1616.0,5.0,7.0,9.0,601910.0,9492.0,950000.0,San Jose
1679,3,1.0,898.0,3.0,1.0,2.0,208301.0,2921.0,360000.0,Los Angeles
1685,0,0.0,1786.0,4.0,4.0,6.0,48804.0,924.0,389900.0,Los Angeles
1688,4,3.0,1470.0,8.0,7.0,8.0,830954.0,10989.0,993000.0,San Jose
1690,3,4.0,3474.0,6.0,7.0,8.0,1130186.0,13094.0,995000.0,Los Angeles
1691,4,3.0,1966.0,7.0,7.0,9.0,1052237.0,14125.0,1899999.0,San Jose
1709,3,4.0,1763.0,6.0,3.0,7.0,1040400.0,12664.0,1099000.0,Los Angeles
1711,4,1.0,2531.0,2.0,5.0,4.0,50643.0,895.0,810000.0,Los Angeles
1714,4,2.0,1679.0,5.0,3.0,4.0,1066410.0,14451.0,999000.0,San Jose
1717,3,2.0,1460.0,7.0,7.0,4.0,275834.0,3566.0,948000.0,Brisbane
1718,1,1.0,871.0,5.0,6.0,8.0,744926.0,9099.0,899000.0,Los Angeles
1719,5,4.0,3118.0,8.0,7.0,8.0,865978.0,11397.0,2248000.0,San Jose
1720,3,2.0,1283.0,5.0,2.0,6.0,230110.0,2862.0,1200000.0,Culver City
1721,4,3.0,2360.0,5.0,6.0,8.0,667807.0,8839.0,2250000.0,San Mateo
1722,3,3.0,2260.0,7.0,6.0,7.0,125217.0,2868.0,1375000.0,San Jose
1725,4,3.0,3041.0,9.0,7.0,8.0,1405295.0,18061.0,2100000.0,San Jose
1728,2,1.0,972.0,2.0,5.0,4.0,325000.0,4107.0,399000.0,Los Angeles
1733,4,4.0,2051.0,6.0,2.0,6.0,1206660.0,14703.0,1958000.0,Los Angeles
1736,5,3.0,2242.0,4.0,4.0,5.0,1183527.0,14974.0,659000.0,San Francisco
1738,3,2.0,1611.0,2.0,3.0,7.0,1275000.0,15657.0,1495000.0,Los Angeles
1739,3,2.0,1140.0,3.0,2.0,2.0,394000.0,4954.0,519900.0,Los Angeles
1740,5,1.0,2300.0,4.0,6.0,9.0,78843.0,955.0,1298000.0,San Bruno
1754,8,4.0,3212.0,7.0,5.0,3.0,1022010.0,12728.0,1650000.0,Los Angeles
1755,5,1.0,1222.0,3.0,6.0,3.0,236449.0,3144.0,625000.0,Los Angeles
1756,3,1.0,2097.0,5.0,4.0,2.0,58458.0,1415.0,0.0,Los Angeles
1763,3,2.0,1351.0,6.0,5.0,4.0,500000.0,6301.0,699900.0,Los Angeles
1768,4,2.0,1748.0,5.0,5.0,4.0,45172.0,683.0,699999.0,Los Angeles
1771,5,3.0,3623.0,2.0,3.0,4.0,1098540.0,13827.0,1149000.0,Los Angeles
1775,2,1.0,1034.0,8.0,2.0,6.0,83556.0,1124.0,1050000.0,Culver City
1776,3,3.0,2200.0,9.0,8.0,10.0,783225.0,9498.0,1528000.0,San Francisco
1781,4,4.0,2908.0,8.0,7.0,7.0,2417663.0,29347.0,2795000.0,Los Angeles
1789,3,1.0,998.0,6.0,3.0,6.0,399462.0,4964.0,1099000.0,Los Angeles
1795,2,1.0,1104.0,4.0,2.0,2.0,334073.0,4311.0,435000.0,Los Angeles
1807,3,2.0,823.0,4.0,4.0,3.0,331500.0,4144.0,489000.0,Los Angeles
1839,3,2.0,994.0,6.0,5.0,4.0,464808.0,5830.0,425000.0,Los Angeles
1841,4,3.0,2234.0,8.0,7.0,7.0,121193.0,2263.0,1899000.0,Saratoga
1842,3,3.0,1821.0,7.0,3.0,7.0,1589689.0,19338.0,1499000.0,West Hollywood
1847,4,3.0,1760.0,3.0,2.0,2.0,518568.0,6541.0,678000.0,Los Angeles
1848,3,2.0,1230.0,5.0,3.0,3.0,387000.0,6786.0,399000.0,Compton
1865,2,2.0,972.0,6.0,3.0,6.0,716313.0,8800.0,1049000.0,Los Angeles
1870,3,3.0,1909.0,6.0,4.0,5.0,860224.0,11698.0,1249000.0,San Jose
1872,4,1.0,1529.0,4.0,3.0,5.0,681878.0,9173.0,870000.0,San Jose
1873,3,2.0,1535.0,8.0,9.0,9.0,437330.0,5333.0,890000.0,Milpitas
1880,2,1.0,816.0,6.0,6.0,8.0,337998.0,4269.0,680000.0,Los Angeles
1885,4,4.0,2811.0,7.0,3.0,7.0,3369334.0,40840.0,3175000.0,West Hollywood
1889,4,2.0,1516.0,2.0,5.0,9.0,291436.0,5426.0,779000.0,San Jose
1890,3,2.0,1613.0,9.0,9.0,10.0,614002.0,8821.0,1948000.0,San Jose
1892,3,2.0,1116.0,6.0,5.0,8.0,311387.0,3633.0,550000.0,Boulder Creek
1898,3,2.0,1561.0,7.0,7.0,9.0,1160000.0,15855.0,1125000.0,San Jose
1905,3,2.0,1200.0,4.0,4.0,5.0,449000.0,6290.0,549900.0,Bell Gardens
1908,4,3.0,2187.0,6.0,8.0,9.0,625323.0,9858.0,1688000.0,San Jose
1909,3,2.0,1414.0,3.0,4.0,2.0,51053.0,798.0,569995.0,Los Angeles
1912,5,4.0,2374.0,5.0,2.0,2.0,572220.0,7114.0,1498000.0,Los Angeles
1913,3,2.0,1082.0,6.0,5.0,4.0,90147.0,1294.0,0.0,Los Angeles
1916,4,5.0,5519.0,9.0,9.0,10.0,3925014.0,46545.0,5398000.0,Saratoga
1930,3,2.0,1909.0,7.0,7.0,6.0,106872.0,1539.0,1785000.0,Los Angeles
1931,4,5.0,4231.0,7.0,7.0,6.0,2533459.0,30838.0,3295000.0,Los Angeles
1933,4,2.0,2382.0,6.0,5.0,8.0,673370.0,7669.0,750000.0,Brookdale
1935,4,3.0,3164.0,9.0,8.0,9.0,659552.0,7047.0,1199000.0,Sacramento
1939,2,2.0,1700.0,9.0,7.0,8.0,787579.0,9713.0,1795000.0,Los Angeles
1953,2,1.0,1042.0,8.0,7.0,6.0,1102823.0,13418.0,1850000.0,Los Angeles
1955,5,4.0,2067.0,2.0,2.0,2.0,725220.0,8982.0,1299900.0,Los Angeles
1956,3,2.0,1379.0,6.0,5.0,6.0,465605.0,5658.0,1399000.0,Santa Clara
1961,3,3.0,1984.0,8.0,9.0,10.0,127756.0,2381.0,2378000.0,Cupertino
1962,5,6.0,5154.0,9.0,9.0,10.0,894659.0,11299.0,3799999.0,Saratoga
1965,4,5.0,3000.0,7.0,6.0,9.0,292715.0,3487.0,1888888.0,Millbrae
1969,3,1.0,1079.0,8.0,7.0,8.0,221407.0,3621.0,1190000.0,Culver City
1973,4,3.0,2620.0,7.0,6.0,8.0,151627.0,3067.0,1789000.0,San Jose
1981,5,3.0,1810.0,6.0,2.0,2.0,365000.0,5132.0,565000.0,Los Angeles
1986,4,4.0,2528.0,7.0,3.0,7.0,1682013.0,20562.0,2495000.0,Los Angeles
1993,3,3.0,2119.0,5.0,3.0,4.0,958800.0,13096.0,1099000.0,San Jose
1994,4,3.0,4350.0,8.0,8.0,3.0,3640364.0,44285.0,4995000.0,San Francisco
1996,4,2.0,1600.0,6.0,9.0,10.0,577557.0,7114.0,999000.0,Los Gatos
2005,3,2.0,1442.0,9.0,8.0,8.0,860793.0,11335.0,1950888.0,Cupertino
2021,3,2.0,1171.0,9.0,9.0,8.0,63107.0,2219.0,1050000.0,San Jose
2025,3,3.0,1903.0,8.0,6.0,6.0,112337.0,2580.0,1079000.0,San Jose
2029,5,3.0,2450.0,6.0,3.0,6.0,478900.0,6067.0,1899900.0,Los Angeles
2031,4,3.0,2262.0,8.0,7.0,7.0,1347564.0,16643.0,1799000.0,Los Angeles
2032,4,3.0,1989.0,8.0,7.0,9.0,936768.0,13657.0,1298888.0,San Jose
2039,3,4.0,1820.0,7.0,7.0,6.0,735462.0,8992.0,1199000.0,Los Angeles
2042,4,3.0,3498.0,8.0,7.0,7.0,501546.0,6853.0,1250000.0,San Francisco
2051,3,2.0,1685.0,6.0,6.0,7.0,483256.0,5785.0,1500000.0,Santa Clara
2057,5,4.0,4153.0,9.0,7.0,8.0,3714227.0,45139.0,5462000.0,Los Angeles
2060,0,1.0,1008.0,6.0,4.0,5.0,41767.0,1293.0,1500000.0,San Francisco
2061,3,2.0,1600.0,5.0,5.0,5.0,630520.0,7499.0,998000.0,South San Francisco
2066,2,1.0,730.0,3.0,3.0,4.0,1453500.0,17728.0,600000.0,Los Angeles
2067,3,3.0,2698.0,9.0,8.0,7.0,125598.0,2397.0,1595000.0,San Francisco
2068,2,1.0,996.0,2.0,5.0,4.0,244583.0,3150.0,575000.0,Los Angeles
2069,3,1.0,1535.0,5.0,3.0,3.0,142172.0,2860.0,419000.0,Compton
2070,4,3.0,1624.0,5.0,5.0,3.0,368140.0,4959.0,449900.0,Compton
2073,2,1.0,1060.0,3.0,3.0,4.0,1453500.0,17760.0,1700000.0,Los Angeles
2078,4,3.0,2751.0,7.0,6.0,7.0,1175208.0,13873.0,1250000.0,Aptos
2080,3,3.0,1938.0,7.0,7.0,6.0,109525.0,1610.0,2049500.0,Los Angeles
2082,4,3.0,2133.0,8.0,7.0,7.0,1364762.0,16732.0,1695000.0,Los Angeles
2087,3,2.0,1479.0,7.0,7.0,7.0,97008.0,1367.0,1595000.0,Los Angeles
2092,3,2.0,1639.0,5.0,2.0,2.0,382500.0,4875.0,559900.0,Los Angeles
2096,5,4.0,2510.0,8.0,8.0,10.0,1350661.0,16843.0,1799950.0,San Francisco
2097,3,1.0,1148.0,5.0,4.0,3.0,255372.0,4702.0,479000.0,Compton
2102,4,2.0,1682.0,9.0,7.0,7.0,553798.0,7685.0,1499000.0,Campbell
2103,3,2.0,1550.0,8.0,7.0,7.0,630822.0,8402.0,1598888.0,San Francisco
2107,3,1.0,1439.0,4.0,4.0,5.0,152333.0,3071.0,999000.0,San Jose
2108,3,1.0,1310.0,3.0,2.0,2.0,467000.0,5792.0,515000.0,Los Angeles
2109,2,1.0,886.0,3.0,2.0,2.0,355000.0,4481.0,499900.0,Los Angeles
2110,3,2.0,1092.0,2.0,2.0,3.0,413100.0,5145.0,599000.0,Los Angeles
2130,3,3.0,1746.0,6.0,5.0,6.0,459394.0,7468.0,1050000.0,San Jose
2132,3,3.0,2583.0,4.0,3.0,7.0,3115488.0,37740.0,2995000.0,West Hollywood
2140,1,2.0,862.0,4.0,6.0,7.0,129348.0,1780.0,650000.0,Los Angeles
2142,5,2.0,1586.0,4.0,4.0,5.0,151067.0,2482.0,234900.0,Edison
2144,2,2.0,1773.0,7.0,3.0,7.0,1951694.0,23794.0,1995000.0,Los Angeles
2145,3,1.0,1410.0,3.0,5.0,3.0,229999.0,4295.0,399900.0,Compton
2149,2,1.0,800.0,9.0,8.0,7.0,68389.0,1476.0,895000.0,San Francisco
2155,3,2.0,1492.0,5.0,6.0,8.0,177616.0,2325.0,1099000.0,Los Angeles
2158,3,2.0,1181.0,5.0,3.0,8.0,29312.0,1053.0,350000.0,Los Angeles
2159,2,1.0,1107.0,3.0,3.0,3.0,447830.0,5217.0,550000.0,Watsonville
2164,3,2.0,1200.0,2.0,3.0,5.0,486415.0,6570.0,899000.0,San Francisco
2175,3,2.0,1790.0,6.0,6.0,9.0,132988.0,1717.0,1688000.0,Millbrae
2181,3,1.0,1346.0,6.0,3.0,6.0,1180752.0,14450.0,1500000.0,Los Angeles
2184,2,1.0,988.0,6.0,5.0,4.0,480335.0,5995.0,558000.0,Los Angeles
2186,3,3.0,2109.0,9.0,8.0,10.0,127755.0,2271.0,1295000.0,San Francisco
2195,2,0.0,928.0,2.0,5.0,4.0,22582.0,7986.0,525000.0,Los Angeles
2199,3,3.0,1913.0,2.0,2.0,2.0,668100.0,8349.0,1249000.0,Los Angeles
2205,3,2.0,1491.0,6.0,2.0,6.0,590238.0,7446.0,1499950.0,Los Angeles
2207,3,2.0,1606.0,1.0,4.0,2.0,70273.0,1085.0,675000.0,Los Angeles
2208,3,1.0,1205.0,2.0,5.0,4.0,509379.0,6396.0,680000.0,Los Angeles
2212,4,3.0,2580.0,6.0,3.0,6.0,1380100.0,16831.0,1695000.0,Los Angeles
2213,3,1.0,1000.0,2.0,6.0,8.0,73151.0,2385.0,1098000.0,San Mateo
2216,4,2.0,1660.0,7.0,7.0,9.0,82970.0,2280.0,1149000.0,San Jose
2219,3,1.0,1252.0,3.0,2.0,2.0,261392.0,3387.0,450000.0,Los Angeles
2221,1,1.0,648.0,8.0,8.0,9.0,311677.0,3687.0,520000.0,Sunol
2224,2,1.0,894.0,7.0,8.0,8.0,46922.0,547.0,635000.0,Kenwood
2231,2,1.0,1037.0,3.0,2.0,8.0,388000.0,5022.0,419999.0,Los Angeles
2234,3,2.0,1460.0,9.0,7.0,6.0,596566.0,7385.0,1699000.0,Los Angeles
2237,3,1.0,1076.0,7.0,5.0,3.0,37819.0,1109.0,430000.0,Compton
2238,4,3.0,2504.0,6.0,3.0,6.0,393329.0,5209.0,1800000.0,Los Angeles
2241,2,1.0,1040.0,3.0,2.0,2.0,382500.0,4875.0,313860.0,Los Angeles
2244,1,1.0,578.0,3.0,2.0,2.0,382500.0,4770.0,325000.0,Los Angeles
2247,2,1.0,828.0,7.0,6.0,10.0,84026.0,1797.0,799000.0,San Francisco
2249,2,2.0,902.0,4.0,2.0,8.0,415000.0,5428.0,375000.0,Los Angeles
2256,4,3.0,1757.0,8.0,6.0,6.0,1114268.0,15206.0,1198000.0,San Jose
2258,3,2.0,1364.0,3.0,2.0,2.0,202336.0,2749.0,509900.0,Los Angeles
2259,4,4.0,2518.0,9.0,8.0,7.0,1990000.0,24590.0,2680000.0,San Francisco
2262,3,1.0,1020.0,3.0,5.0,3.0,352059.0,6268.0,459000.0,Compton
2265,3,3.0,2220.0,8.0,6.0,9.0,1686060.0,19005.0,1938000.0,Millbrae
2268,3,3.0,1401.0,4.0,2.0,8.0,411000.0,5369.0,539900.0,Los Angeles
2285,3,2.0,1392.0,7.0,9.0,8.0,78315.0,2300.0,1250000.0,San Jose
2289,4,3.0,2124.0,4.0,5.0,4.0,863085.0,11363.0,1099000.0,San Jose
2296,3,1.0,1106.0,7.0,6.0,8.0,66045.0,703.0,185000.0,Ivanhoe
2303,3,2.0,1822.0,6.0,5.0,6.0,1600000.0,19101.0,1495000.0,Santa Clara
2305,4,3.0,2230.0,9.0,9.0,10.0,1371075.0,17330.0,2399000.0,Cupertino
2306,5,6.0,4000.0,4.0,4.0,6.0,2016295.0,24519.0,2799000.0,Los Angeles
2307,5,6.0,4132.0,5.0,6.0,8.0,371447.0,6014.0,2950000.0,San Mateo
2308,2,3.0,2655.0,9.0,7.0,8.0,1046429.0,12957.0,1295000.0,Los Angeles
2309,2,1.0,848.0,2.0,3.0,6.0,349713.0,4293.0,729000.0,Los Angeles
2312,4,3.0,2488.0,8.0,7.0,7.0,1720643.0,21325.0,2395000.0,Los Gatos
2320,5,2.0,1900.0,8.0,2.0,6.0,929813.0,11347.0,1250000.0,Culver City
2328,3,2.0,1432.0,7.0,7.0,9.0,287992.0,3870.0,1600000.0,Santa Clara
2329,3,2.0,1500.0,4.0,6.0,7.0,880801.0,11488.0,899000.0,San Jose
2330,3,2.0,1380.0,9.0,8.0,9.0,102151.0,2679.0,1250000.0,San Carlos
2337,4,2.0,1474.0,8.0,7.0,6.0,1300000.0,15858.0,1450000.0,Los Angeles
2340,4,2.0,3007.0,7.0,3.0,7.0,3069180.0,37405.0,3249000.0,Los Angeles
2346,3,3.0,1788.0,9.0,6.0,8.0,1198500.0,14643.0,1599000.0,Los Angeles
2354,3,3.0,2435.0,4.0,5.0,4.0,353887.0,4527.0,620000.0,Los Angeles
2358,2,2.0,696.0,5.0,3.0,4.0,385581.0,5770.0,599000.0,San Jose
2367,4,3.0,2432.0,9.0,8.0,7.0,1366800.0,17171.0,2188000.0,San Francisco
2371,4,3.0,2976.0,3.0,4.0,5.0,37021.0,1234.0,1388000.0,San Francisco
2375,2,1.0,1310.0,9.0,8.0,7.0,422346.0,5718.0,1299000.0,San Francisco
2381,4,2.0,1669.0,3.0,4.0,4.0,58458.0,2108.0,829500.0,San Jose
2385,5,3.0,2540.0,6.0,7.0,7.0,143036.0,2023.0,1788000.0,San Mateo
2386,3,2.0,1650.0,6.0,6.0,8.0,2249100.0,26818.0,2188000.0,San Mateo
2389,3,1.0,1070.0,5.0,4.0,7.0,59509.0,1776.0,699000.0,San Mateo
2390,2,1.0,1092.0,6.0,2.0,6.0,1215738.0,14808.0,1249000.0,Los Angeles
2393,2,2.0,1224.0,7.0,6.0,6.0,549460.0,7183.0,829000.0,Santa Cruz
2407,4,2.0,1676.0,3.0,4.0,4.0,728280.0,11229.0,798000.0,San Jose
2421,2,1.0,1084.0,7.0,6.0,8.0,1106837.0,13475.0,2099000.0,Mountain View
2422,4,3.0,2551.0,8.0,7.0,8.0,1548112.0,18428.0,1850000.0,Culver City
2432,3,1.0,1084.0,7.0,5.0,3.0,222575.0,3190.0,180000.0,Compton
2436,2,3.0,1175.0,8.0,8.0,7.0,1402500.0,17549.0,999000.0,San Francisco
2440,2,2.0,1045.0,6.0,5.0,6.0,785400.0,11172.0,760000.0,San Jose
2445,4,2.0,1506.0,9.0,9.0,8.0,700305.0,10112.0,1248000.0,San Jose
2448,3,3.0,1696.0,7.0,4.0,6.0,1421068.0,17180.0,1599000.0,Los Angeles
2462,3,2.0,950.0,6.0,6.0,6.0,314916.0,4572.0,779000.0,Santa Cruz
2467,3,2.0,1080.0,5.0,5.0,7.0,52600.0,699.0,204950.0,Del Rey
2473,3,2.0,1829.0,8.0,6.0,8.0,101350.0,2481.0,1148000.0,San Jose
2481,4,2.0,1427.0,9.0,6.0,6.0,111275.0,2722.0,899000.0,San Jose
2482,3,2.0,1728.0,7.0,3.0,7.0,876915.0,10792.0,1760000.0,Los Angeles
2488,3,3.0,1645.0,6.0,2.0,6.0,1071000.0,13081.0,1618750.0,Los Angeles
2490,4,3.0,2341.0,9.0,3.0,7.0,1043880.0,12841.0,1765000.0,Los Angeles
2491,3,3.0,2050.0,9.0,6.0,8.0,1419525.0,17284.0,1829000.0,Los Angeles
2493,3,2.0,2002.0,8.0,3.0,6.0,133113.0,1820.0,1800000.0,Los Angeles
2494,2,2.0,1136.0,6.0,5.0,4.0,453900.0,6094.0,484000.0,Los Angeles
